实际功率,原系统预测功率,超短期预测功率
31.610000610351562,27.55,28.977577209472656
32.720001220703125,26.97,28.431623458862305
32.459999084472656,26.38,27.404226303100586
35.22999954223633,25.77,26.156644821166992
35.0099983215332,25.14,25.135412216186523
34.560001373291016,24.5,25.261539459228516
35.060001373291016,23.87,24.332876205444336
31.720001220703125,23.19,23.900110244750977
28.459997177124023,22.46,23.81272315979004
29.219999313354492,21.74,22.897037506103516
25.329998016357422,21.01,22.615182876586914
24.6200008392334,20.37,25.431377410888672
23.360000610351562,19.84,25.237876892089844
22.999998092651367,19.3,24.614364624023438
17.540000915527344,18.76,23.920259475708008
14.359999656677246,18.39,23.406267166137695
9.899999618530273,18.18,22.760236740112305
10.119999885559082,17.98,22.54286003112793
11.329999923706055,17.77,21.730466842651367
13.390000343322754,17.61,21.336990356445312
11.130000114440918,17.5,20.17617416381836
12.789999961853027,17.39,20.472278594970703
12.379999160766602,17.28,20.081811904907227
13.379999160766602,17.14,19.912105560302734
14.860000610351562,16.97,19.868566513061523
12.359999656677246,16.8,19.18423080444336
13.960000038146973,16.62,19.28820037841797
10.979999542236328,16.49,13.983291625976562
9.739999771118164,16.39,14.122211456298828
8.199999809265137,16.29,13.784140586853027
9.680000305175781,16.19,13.49632740020752
16.309999465942383,16.14,13.14675521850586
13.680000305175781,16.15,12.864082336425781
12.25999927520752,16.15,12.826863288879395
12.760000228881836,16.16,12.428088188171387
9.430000305175781,16.04,12.054593086242676
9.789999961853027,15.8,11.556303024291992
9.229999542236328,15.56,11.719625473022461
12.059999465942383,15.32,11.364798545837402
11.729999542236328,15.13,11.3609619140625
9.140000343322754,14.99,11.545886993408203
9.079999923706055,14.84,11.035468101501465
8.729999542236328,14.7,10.970382690429688
10.380000114440918,14.46,9.083483695983887
8.9399995803833,14.13,9.42325210571289
12.09999942779541,13.79,9.234971046447754
12.130000114440918,13.46,9.093951225280762
13.810001373291016,13.16,8.97889518737793
13.74000072479248,12.9,8.995058059692383
14.75,12.64,8.846718788146973
15.0,12.38,8.706700325012207
17.260000228881836,12.16,8.576704025268555
12.399999618530273,11.97,8.096500396728516
13.760000228881836,11.79,8.183592796325684
12.850001335144043,11.6,8.08488941192627
12.620000839233398,11.4,8.175135612487793
10.630000114440918,11.17,8.581538200378418
11.25,10.94,8.068374633789062
10.90999984741211,10.71,8.125224113464355
10.079999923706055,10.52,11.009557723999023
9.960000038146973,10.38,10.9931640625
9.210000038146973,10.23,10.710345268249512
8.84000015258789,10.09,10.345935821533203
9.09000015258789,9.96,9.978226661682129
8.460000038146973,9.84,9.726874351501465
7.830000400543213,9.73,9.512547492980957
7.069999694824219,9.61,9.255863189697266
6.250000476837158,9.32,8.8247652053833
6.840000152587891,8.85,8.236053466796875
5.059999942779541,8.38,8.271745681762695
4.380000114440918,7.91,7.998122215270996
4.880000114440918,7.54,7.88575553894043
4.159999847412109,7.25,8.083216667175293
4.539999961853027,6.97,7.526745319366455
3.359999895095825,6.69,7.465250492095947
3.680000066757202,6.52,3.503941297531128
3.5299999713897705,6.47,3.8131749629974365
3.9700000286102295,6.42,3.794785261154175
7.179999828338623,6.37,3.6395742893218994
10.539999961853027,6.29,3.433375597000122
10.869999885559082,6.19,3.466740369796753
7.739999771118164,6.08,3.567418336868286
5.369999885559082,5.97,3.5095109939575195
7.470000267028809,5.92,3.3919765949249268
7.440000057220459,5.94,2.933415174484253
6.699999809265137,5.95,3.1531293392181396
7.139999866485596,5.97,2.9568889141082764
5.650000095367432,6.01,3.2491495609283447
7.260000228881836,6.08,3.505662441253662
6.310000419616699,6.16,3.181483507156372
4.019999980926514,6.23,3.2107155323028564
3.7200000286102295,4.45,4.584496021270752
4.760000228881836,4.4,5.169939041137695
4.860000133514404,4.36,5.299673557281494
4.349999904632568,4.31,5.444015979766846
4.380000114440918,4.28,5.547544956207275
4.460000038146973,4.26,5.720317840576172
4.150000095367432,4.24,5.988160610198975
4.46999979019165,4.22,6.168149471282959
4.420000076293945,4.24,6.250643730163574
3.859999895095825,4.31,6.042953968048096
3.140000104904175,4.37,6.364752292633057
3.700000047683716,4.43,6.50382137298584
2.859999895095825,4.57,6.944754600524902
2.8499999046325684,4.8,7.325756072998047
2.9100000858306885,5.03,7.198049545288086
2.7899999618530273,5.25,7.434808254241943
2.4600000381469727,5.49,3.439894437789917
2.4200000762939453,5.73,4.197861194610596
2.9000000953674316,5.97,4.572080135345459
2.9100000858306885,6.21,4.815659523010254
4.46999979019165,6.36,5.13769006729126
4.130000114440918,6.4,5.393314361572266
4.099999904632568,6.45,5.817896842956543
5.749999523162842,6.5,6.162508010864258
9.0600004196167,6.5,6.442352294921875
10.5,6.46,6.264643669128418
11.199999809265137,6.42,6.604788780212402
8.270000457763672,6.39,6.95758581161499
6.159999847412109,6.33,7.409183025360107
5.090000152587891,6.24,7.84371280670166
6.480000019073486,6.16,7.574429988861084
5.890000343322754,6.08,7.943291187286377
6.239999771118164,6.0,6.35847806930542
6.659999847412109,5.92,6.941232204437256
5.460000038146973,5.84,7.063469886779785
3.440000057220459,5.76,7.169847011566162
2.9800000190734863,5.79,7.13594388961792
2.569999933242798,5.92,7.271594047546387
2.2100000381469727,6.05,7.56254243850708
0.9499998688697815,6.18,7.6806111335754395
1.3899999856948853,6.34,7.525580883026123
0.8199999332427979,6.53,7.348354339599609
0.8700000047683716,6.72,7.604288578033447
1.3200000524520874,6.91,7.700530529022217
2.25,7.19,8.125088691711426
1.340000033378601,7.55,8.384380340576172
0.47999998927116394,7.91,8.112793922424316
0.04999999701976776,8.27,8.290276527404785
0.3799999952316284,8.77,1.074660062789917
1.1299999952316284,9.4,2.317795515060425
1.8700000047683716,10.04,2.8635098934173584
2.319999933242798,10.67,3.432419538497925
1.6799999475479126,11.19,4.176339626312256
1.309999942779541,11.6,4.730796813964844
2.309999942779541,12.0,5.425887107849121
4.360000133514404,12.41,6.0505852699279785
8.350000381469727,12.71,6.755442142486572
7.189999580383301,12.91,6.779129505157471
6.149999618530273,13.1,7.176915645599365
6.589999675750732,13.3,7.8609700202941895
10.25,13.47,8.808626174926758
15.3100004196167,13.61,9.42249584197998
18.700000762939453,13.75,9.362003326416016
17.440000534057617,13.89,9.866506576538086
18.030000686645508,14.12,18.054283142089844
20.06999969482422,14.44,18.60833740234375
21.3700008392334,14.77,18.303569793701172
15.860000610351562,15.09,18.326704025268555
17.40999984741211,15.49,18.351980209350586
16.940000534057617,15.98,18.126346588134766
22.720001220703125,16.47,18.31395149230957
22.660001754760742,16.96,18.44123649597168
22.720001220703125,17.42,18.100669860839844
23.80000114440918,17.85,17.84186363220215
26.56999969482422,18.29,17.971208572387695
26.239999771118164,18.72,18.27338409423828
28.950000762939453,19.01,18.39273452758789
26.579999923706055,19.15,18.485361099243164
29.18000030517578,19.29,17.976526260375977
25.59000015258789,19.43,18.347299575805664
25.96000099182129,19.47,25.83908462524414
23.950002670288086,19.42,25.80162811279297
25.84000015258789,19.36,25.280126571655273
27.010000228881836,19.31,24.79348373413086
28.979999542236328,19.24,24.313697814941406
29.520000457763672,19.15,23.798234939575195
22.549999237060547,19.06,23.726688385009766
23.240001678466797,18.97,23.214635848999023
22.6200008392334,18.82,22.45647430419922
21.90999984741211,18.6,21.67228889465332
19.8799991607666,18.39,21.864431381225586
21.559999465942383,18.18,21.53022003173828
20.079999923706055,18.07,21.497800827026367
15.940000534057617,18.08,21.40913963317871
17.729999542236328,18.08,20.739398956298828
16.959999084472656,18.09,20.784372329711914
20.790000915527344,20.58,17.830942153930664
20.059999465942383,20.58,18.27229881286621
26.540000915527344,20.57,18.155723571777344
23.80999755859375,20.57,18.162260055541992
25.030000686645508,20.55,18.301471710205078
23.229999542236328,20.53,18.333070755004883
21.25,20.5,18.3621768951416
25.18000030517578,20.48,18.330812454223633
17.8700008392334,20.44,18.165260314941406
21.920000076293945,20.37,17.82245635986328
22.290000915527344,20.31,17.952651977539062
22.850000381469727,20.25,18.202953338623047
22.459999084472656,20.14,18.52042007446289
31.899999618530273,19.98,18.810855865478516
25.1299991607666,19.82,18.215877532958984
26.540000915527344,19.66,18.536842346191406
20.75,19.52,26.999279022216797
20.25,19.39,27.242197036743164
19.219999313354492,19.26,26.744577407836914
15.369999885559082,19.14,26.551105499267578
12.270000457763672,19.15,26.417360305786133
11.239999771118164,19.29,26.075164794921875
9.640000343322754,19.43,26.11368179321289
11.260001182556152,19.57,25.874698638916016
10.720000267028809,19.75,25.489355087280273
11.620000839233398,19.98,24.873329162597656
8.119999885559082,20.21,25.06546974182129
9.1899995803833,20.44,25.208616256713867
9.449999809265137,20.87,25.314090728759766
12.229998588562012,21.5,25.336013793945312
17.270000457763672,22.13,24.736562728881836
17.5,22.76,25.04848289489746
26.19000244140625,23.33,18.392351150512695
26.93000030517578,23.84,19.171878814697266
28.700000762939453,24.34,19.034883499145508
25.700002670288086,24.85,19.27195167541504
31.030000686645508,25.4,19.61322784423828
31.059999465942383,26.0,19.664104461669922
29.880001068115234,26.6,19.996572494506836
32.68000030517578,27.19,20.125776290893555
29.530000686645508,27.68,20.154693603515625
30.910001754760742,28.07,20.102420806884766
30.479999542236328,28.45,20.18259620666504
29.569997787475586,28.83,20.654970169067383
27.43000030517578,29.1,21.09833335876465
29.950002670288086,29.25,21.46982192993164
31.96000099182129,29.4,20.992679595947266
34.900001525878906,29.55,21.32813835144043
36.630001068115234,29.62,35.17173385620117
35.220001220703125,29.61,35.317874908447266
32.25,29.59,34.54008483886719
28.889999389648438,29.58,34.2747917175293
27.96999740600586,29.61,33.94914627075195
29.979999542236328,29.69,33.56102752685547
28.279998779296875,29.76,33.253231048583984
25.520000457763672,29.83,32.869529724121094
24.03999900817871,29.93,32.26405715942383
23.400001525878906,30.07,31.731252670288086
22.6299991607666,30.2,31.722270965576172
18.780000686645508,30.33,31.808589935302734
16.049999237060547,30.53,31.69191551208496
16.209999084472656,30.79,31.702106475830078
16.329999923706055,31.05,31.044204711914062
20.079999923706055,31.31,31.288297653198242
24.260000228881836,31.53,21.42512321472168
23.18000030517578,31.69,22.11899757385254
26.790000915527344,31.85,22.1656494140625
27.1200008392334,32.02,22.551523208618164
27.510000228881836,32.14,23.047122955322266
28.8799991607666,32.21,23.187381744384766
29.68000030517578,32.29,23.328781127929688
31.249998092651367,32.37,23.741331100463867
31.440000534057617,32.4,23.670392990112305
33.7400016784668,32.38,23.66461944580078
35.16999816894531,32.36,23.570356369018555
34.84000015258789,32.34,24.35704803466797
34.880001068115234,32.27,24.7770938873291
36.959999084472656,32.16,25.36941909790039
37.4900016784668,32.04,24.70107078552246
34.849998474121094,31.93,25.285293579101562
34.349998474121094,31.85,35.38009262084961
30.690000534057617,31.81,35.39765930175781
29.75,31.76,34.786903381347656
25.549999237060547,31.72,34.326534271240234
26.0,31.67,33.89403533935547
27.950002670288086,31.62,33.365943908691406
27.81999969482422,31.58,33.27778625488281
30.18000030517578,31.53,32.878108978271484
25.690000534057617,31.5,32.053192138671875
25.709999084472656,31.48,31.21399688720703
33.36000061035156,31.47,31.425527572631836
34.45000076293945,31.46,31.273225784301758
32.849998474121094,31.38,31.293550491333008
28.549999237060547,31.24,31.26831817626953
36.84000015258789,31.1,30.536081314086914
34.619998931884766,30.96,30.775686264038086
34.7599983215332,28.85,34.638980865478516
36.75,28.62,34.35710906982422
33.810001373291016,28.4,33.465293884277344
33.2599983215332,28.18,32.718387603759766
34.31999969482422,27.9,31.906667709350586
34.279998779296875,27.56,31.320524215698242
34.25,27.22,30.799884796142578
34.43000030517578,26.89,30.066164016723633
32.38999938964844,26.61,28.917264938354492
27.200000762939453,26.39,28.089210510253906
33.5,26.17,28.11302947998047
31.200000762939453,25.95,27.54722023010254
22.709999084472656,25.67,27.22786521911621
20.799999237060547,25.33,27.10873794555664
17.260000228881836,25.0,26.223970413208008
14.989999771118164,24.66,26.12723731994629
19.510000228881836,24.35,16.074968338012695
19.229999542236328,24.08,16.548063278198242
17.450000762939453,23.8,16.704818725585938
14.880000114440918,23.52,16.727310180664062
20.31999969482422,23.22,16.957164764404297
19.049999237060547,22.89,17.015989303588867
17.059999465942383,22.57,17.066267013549805
18.200000762939453,22.24,16.960893630981445
20.530000686645508,22.04,17.141115188598633
21.950000762939453,21.97,16.657377243041992
19.850000381469727,21.9,16.779415130615234
19.510000228881836,21.84,17.11838150024414
17.65999984741211,21.76,17.512617111206055
16.65999984741211,21.69,17.99444580078125
16.90999984741211,21.62,17.43716049194336
14.680000305175781,21.55,17.815677642822266
13.430000305175781,21.47,14.92733097076416
12.010000228881836,21.39,15.000041961669922
10.960000038146973,21.3,14.729859352111816
15.850001335144043,21.22,14.287979125976562
15.419999122619629,21.03,13.903289794921875
19.06999969482422,20.73,13.67331314086914
14.25999927520752,20.43,13.420700073242188
19.770000457763672,20.14,12.887900352478027
15.770001411437988,19.81,12.453417778015137
13.729999542236328,19.44,11.916711807250977
9.140000343322754,19.07,11.875982284545898
4.900000095367432,18.71,11.546551704406738
11.510000228881836,18.32,11.501104354858398
11.3100004196167,17.92,11.700855255126953
10.699999809265137,17.51,11.06201171875
8.869999885559082,17.1,10.962200164794922
7.169999599456787,16.76,9.399374008178711
4.539999961853027,16.47,9.875195503234863
5.71999979019165,16.19,9.66994857788086
3.9600000381469727,15.91,9.624892234802246
3.609999895095825,15.61,9.619728088378906
4.369999885559082,15.3,9.61933708190918
8.199999809265137,14.99,9.535987854003906
7.380000114440918,14.68,9.467571258544922
7.950000286102295,14.46,9.553272247314453
5.159999847412109,14.33,9.063563346862793
4.619999885559082,14.2,9.229557037353516
4.539999961853027,14.07,9.410505294799805
5.349999904632568,13.99,9.532182693481445
5.070000171661377,13.97,9.884008407592773
4.730000019073486,13.94,9.452180862426758
4.570000171661377,13.92,9.761104583740234
3.8499999046325684,13.95,5.311008930206299
3.4600000381469727,14.04,6.002894878387451
2.819999933242798,14.12,6.175581455230713
3.5999999046325684,14.2,6.426754951477051
2.7100000381469727,14.3,6.710746765136719
2.5399999618530273,14.39,6.93031644821167
4.130000114440918,14.49,7.231733798980713
4.260000228881836,14.59,7.506918430328369
3.059999942779541,14.69,7.676321983337402
3.3299999237060547,14.79,7.520951747894287
4.769999980926514,14.89,7.725099563598633
5.510000228881836,14.99,8.045419692993164
8.989999771118164,15.1,8.51146411895752
13.039999961853027,15.23,8.950787544250488
1.9299999475479126,15.36,8.685837745666504
2.75,15.5,8.924878120422363
3.369999885559082,15.66,3.6521639823913574
4.269999980926514,15.84,4.443110942840576
5.5199995040893555,16.03,4.790436744689941
8.899999618530273,16.22,5.028580665588379
16.43000030517578,16.49,5.44474458694458
8.850000381469727,16.82,5.7433319091796875
11.0600004196167,17.16,6.049103260040283
9.180000305175781,17.49,6.413280487060547
6.689999580383301,17.69,6.775908470153809
5.499999523162842,17.76,6.563554286956787
8.680000305175781,17.83,6.7708587646484375
10.739999771118164,17.89,7.12687349319458
10.819999694824219,17.85,7.852989673614502
10.640000343322754,17.7,8.293911933898926
11.119999885559082,17.55,7.986064910888672
12.479999542236328,17.41,8.307525634765625
12.74000072479248,15.85,12.625131607055664
16.809999465942383,15.6,12.827831268310547
17.969999313354492,15.35,12.527804374694824
13.710000038146973,15.1,12.312490463256836
11.90999984741211,14.77,12.029120445251465
10.010000228881836,14.37,11.874737739562988
10.739999771118164,13.96,11.840105056762695
10.369999885559082,13.56,11.595505714416504
8.649999618530273,13.15,11.203850746154785
9.260000228881836,12.74,10.874229431152344
9.140000343322754,12.33,10.935022354125977
7.239999771118164,11.92,10.73477554321289
5.0,11.55,10.795063018798828
3.859999895095825,11.22,11.021984100341797
5.139999866485596,10.89,10.449618339538574
5.300000190734863,10.56,10.46385383605957
6.830000400543213,10.32,6.115131855010986
6.490000247955322,10.19,6.858032703399658
6.770000457763672,10.06,6.952022075653076
4.78000020980835,9.93,7.23316764831543
4.039999961853027,9.94,7.578263759613037
4.75,10.11,7.830554008483887
5.349999904632568,10.27,8.0408935546875
5.309999942779541,10.43,8.283016204833984
4.269999980926514,10.69,8.644511222839355
3.259999990463257,11.04,8.44234561920166
